"","datetime","country","shape"
"31850",2019-02-26,"us","disk"
"75093",2020-08-18,"us","disk"
"8964",2019-11-01,NA,"disk"
"17845",2020-01-18,NA,"disk"
"81617",2020-09-01,"us","disk"
"12030",2019-01-01,"us","disk"
"85100",2020-09-02,"us","disk"
"16673",2020-01-15,NA,"disk"
"73591",2019-08-15,"us","disk"
"75418",2019-08-20,"us","disk"
"63471",2020-07-15,"us","disk"
"54240",2019-06-15,NA,"disk"
"17142",2020-11-06,"us","disk"
"57022",2019-06-23,"us","disk"
"64557",2020-07-18,"us","disk"
"78870",2020-08-31,"us","disk"
"6082",2020-10-30,"us","disk"
"49231",2020-05-25,"us","disk"
"26124",2020-12-08,"ca","disk"
"15162",2020-11-29,"us","disk"
"66034",2020-07-23,"us","disk"
"67939",2020-07-31,"us","disk"
"1963",2019-10-15,"us","disk"
"7686",2020-10-07,"us","disk"
"40273",2020-04-01,"us","disk"
"40670",2020-04-13,"us","disk"
"40673",2020-04-13,"us","disk"
"42112",2019-04-20,"us","disk"
"44774",2019-04-05,"us","disk"
"49260",2020-05-25,"us","disk"
"50788",2020-05-05,"us","disk"
"54667",2019-06-15,"us","disk"
"58621",2019-06-30,"us","disk"
"63093",2019-07-15,"us","disk"
"63114",2019-07-15,"us","disk"
"63119",2019-07-15,"us","disk"
"65359",2020-07-21,"us","disk"
"73180",2020-08-13,"us","disk"
"638",2019-10-01,"us","disk"
"5603",2020-10-28,"us","disk"
"72683",2020-08-12,"us","disk"
"52078",2020-06-11,"us","disk"
"64306",2020-07-17,"us","disk"
"52819",2019-06-01,"us","disk"
"58312",2020-06-28,"us","disk"
"58483",2020-06-29,"us","disk"
"8903",2020-11-11,"us","disk"
"44981",2019-04-06,"us","disk"
"10328",2019-11-15,"us","disk"
"29206",2020-02-13,"ca","disk"
"65209",2020-07-21,"us","disk"
"67260",2020-07-28,"us","disk"
"75588",2020-08-20,"us","disk"
"83124",2020-09-15,"us","disk"
"86671",2020-09-28,"us","disk"
"65816",2020-07-22,NA,"disk"
"65819",2020-07-22,NA,"disk"
"76149",2020-08-02,"us","disk"
"68851",2020-07-04,"us","disk"
"54364",2019-06-15,"us","disk"
"61416",2019-07-01,"us","disk"
"7252",2020-10-05,"ca","disk"
"17254",2019-11-07,"ca","disk"
"27186",2020-01-03,"ca","disk"
"43247",2020-04-24,"ca","disk"
"73270",2020-08-14,"ca","disk"
"68015",2020-07-31,"ca","disk"
"87153",2019-09-30,"ca","disk"
"62641",2019-07-14,"ca","disk"
"16734",2020-11-05,NA,"disk"
"25421",2020-01-26,"us","disk"
"8479",2019-11-10,"us","disk"
"70249",2020-07-06,"us","disk"
"75455",2019-08-20,"us","disk"
"52132",2019-06-01,"us","disk"
"1302",2020-10-12,"us","disk"
"51694",2019-06-10,"us","disk"
"61585",2019-07-01,"ca","disk"
"63390",2019-07-15,"us","disk"
"13433",2020-11-02,"us","disk"
"29373",2020-02-14,"us","disk"
"48731",2020-05-22,"us","disk"
"54009",2020-06-14,"us","disk"
"76596",2019-08-23,"us","disk"
"39898",2020-04-11,NA,"disk"
"40019",2019-04-01,NA,"disk"
"39127",2020-03-07,"us","disk"
"43616",2020-04-26,NA,"disk"
"20012",2020-12-13,NA,"disk"
"63385",2019-07-15,"us","disk"
"34693",2020-03-13,"us","disk"
"9196",2020-11-01,"us","disk"
"15940",2020-01-14,"us","disk"
"31578",2020-02-24,"gb","disk"
"80517",2019-08-09,"us","disk"
"44865",2020-04-05,"us","disk"
"36112",2019-03-20,"au","disk"
"33920",2020-03-11,"us","disk"
"26681",2020-01-29,"us","disk"
"42735",2020-04-02,"us","disk"
"26818",2020-01-30,"us","disk"
"48937",2020-05-23,"us","disk"
"71691",2020-08-11,"us","disk"
"44572",2020-04-03,"us","disk"
"70039",2020-07-05,"us","disk"
"88350",2019-09-07,"us","disk"
"66448",2020-07-25,"us","disk"
"72177",2019-08-01,"us","disk"
"5249",2020-10-26,"us","disk"
"67252",2020-07-28,"us","disk"
"88141",2019-09-06,"us","disk"
"39631",2019-04-10,"us","disk"
"6706",2020-10-03,"us","disk"
"19594",2019-12-12,"us","disk"
"52169",2019-06-01,"us","disk"
"55820",2020-06-19,"us","disk"
"24907",2020-12-04,NA,"disk"
"6235",2020-10-30,"us","disk"
"14879",2020-11-28,"us","disk"
"20297",2020-12-15,"us","disk"
"75998",2020-08-21,NA,"disk"
"30490",2020-02-19,"us","disk"
"52585",2019-06-01,NA,"disk"
"29547",2019-02-15,NA,"disk"
"57582",2020-06-25,NA,"disk"
"5768",2019-10-29,"us","disk"
"18601",2020-01-20,"us","disk"
"37090",2020-03-24,"us","disk"
"57719",2020-06-25,"us","disk"
"62703",2020-07-14,"us","disk"
"8785",2020-11-11,NA,"disk"
"69812",2019-07-05,"us","disk"
"55651",2020-06-18,"us","disk"
"50746",2019-05-05,NA,"disk"
"46556",2020-05-12,"us","disk"
"348",2019-10-11,NA,"disk"
"17288",2019-01-17,"us","disk"
"49973",2020-05-29,"us","disk"
"61118",2020-07-10,NA,"disk"
"74681",2020-08-17,"au","disk"
"337",2019-10-11,"ca","disk"
"10587",2020-11-15,"us","disk"
"39494",2020-03-09,"us","disk"
"562",2019-10-01,"us","disk"
"8519",2020-11-10,"us","disk"
"9435",2020-11-01,"us","disk"
"63244",2019-07-15,"us","disk"
"69558",2020-07-04,"us","disk"
"69559",2020-07-04,"us","disk"
"77412",2020-08-26,"us","disk"
"12288",2020-01-01,NA,"disk"
"59754",2020-06-05,"us","disk"
"88139",2019-09-06,"us","disk"
"16472",2020-11-05,"us","disk"
"48159",2019-05-20,"us","disk"
"77692",2020-08-27,"us","disk"
"23746",2020-12-30,"us","disk"
"528",2019-10-01,"us","disk"
"36120",2019-03-20,"us","disk"
"52544",2019-06-01,"us","disk"
"58879",2019-06-30,"us","disk"
"77667",2020-08-27,NA,"disk"
"34013",2019-03-01,NA,"disk"
"51958",2019-06-11,"us","disk"
"78965",2020-08-03,NA,"disk"
"24645",2019-01-24,"us","disk"
"24646",2019-01-24,"us","disk"
"61479",2019-07-01,"us","disk"
"75281",2020-08-19,"us","disk"
"82279",2020-09-13,"us","disk"
"79950",2019-08-07,"us","disk"
"79802",2020-08-06,"us","disk"
"9910",2020-11-13,NA,"disk"
"14552",2020-11-26,NA,"disk"
"45411",2020-04-08,"us","disk"
"58574",2019-06-30,"us","disk"
"79920",2019-08-07,"us","disk"
"87526",2020-09-03,"us","disk"
"9",2019-10-10,"us","disk"
"43629",2020-04-26,"us","disk"
"66990",2020-07-27,"gb","disk"
"37763",2020-03-28,"us","disk"
"12997",2019-11-21,"us","disk"
"50225",2019-05-31,"us","disk"
"82763",2019-09-15,"us","disk"
"11175",2019-11-17,NA,"disk"
"10379",2019-11-15,"us","disk"
"28326",2020-01-09,"us","disk"
"34106",2020-03-01,"us","disk"
"35164",2020-03-15,"us","disk"
"50132",2020-05-30,"us","disk"
"54668",2019-06-15,"us","disk"
"58688",2019-06-30,"us","disk"
"63006",2019-07-15,"us","disk"
"66124",2019-07-24,"us","disk"
"20628",2020-12-16,"us","disk"
"9542",2020-01-11,"au","disk"
"29054",2020-02-12,"au","disk"
"48865",2020-05-22,"au","disk"
"34842",2020-03-14,"au","disk"
"77413",2020-08-26,"au","disk"
"4192",2020-10-22,NA,"disk"
"45747",2019-05-10,"us","disk"
"45376",2020-04-08,NA,"disk"
"2024",2019-10-15,"us","disk"
"24314",2020-01-23,"us","disk"
"73491",2019-08-15,"ca","disk"
"48949",2020-05-23,"gb","disk"
"40005",2020-04-11,"us","disk"
"85959",2019-09-25,NA,"disk"
"22487",2020-12-24,NA,"disk"
"16432",2020-01-15,"us","disk"
"22453",2020-12-24,"us","disk"
"27847",2020-01-07,"us","disk"
"41577",2020-04-17,"us","disk"
"47581",2020-05-16,"us","disk"
"52122",2019-06-01,"us","disk"
"52137",2019-06-01,"us","disk"
"55592",2020-06-18,"us","disk"
"55593",2020-06-18,"us","disk"
"55594",2020-06-18,"us","disk"
"62908",2019-07-15,"us","disk"
"69804",2019-07-05,"us","disk"
"78754",2020-08-31,"us","disk"
"83991",2019-09-19,"us","disk"
"85193",2019-09-22,"us","disk"
"63174",2019-07-15,NA,"disk"
"25411",2019-12-06,"us","disk"
"73572",2019-08-15,"us","disk"
"51949",2019-06-11,"us","disk"
"12013",2019-01-01,"us","disk"
"20160",2020-12-14,"us","disk"
"24317",2020-12-03,"us","disk"
"29455",2020-02-14,"us","disk"
"30619",2020-02-20,"us","disk"
"32913",2020-02-06,"us","disk"
"36766",2020-03-22,"us","disk"
"41606",2020-04-17,"us","disk"
"42194",2020-04-20,"us","disk"
"46277",2020-05-01,"us","disk"
"47812",2020-05-18,"us","disk"
"54886",2020-06-15,"us","disk"
"55506",2020-06-17,"us","disk"
"57506",2019-06-25,"us","disk"
"58614",2019-06-30,"us","disk"
"60865",2019-07-10,"us","disk"
"66199",2020-07-24,"us","disk"
"66428",2020-07-25,"us","disk"
"68018",2020-07-31,"us","disk"
"72014",2019-08-01,"us","disk"
"73127",2020-08-13,"us","disk"
"75426",2019-08-20,"us","disk"
"83212",2020-09-15,"us","disk"
"85884",2020-09-24,"us","disk"
"52673",2019-06-01,"us","disk"
"49681",2020-05-27,"us","disk"
"4235",2020-10-22,"us","disk"
"25706",2019-12-07,"ca","disk"
"55190",2020-06-16,"ca","disk"
"19406",2020-12-01,"us","disk"
"89029",2020-09-09,"ca","disk"
"73783",2019-08-15,NA,"disk"
"33202",2020-02-07,"us","disk"
"82415",2019-09-14,"us","disk"
"5749",2020-10-28,"ca","disk"
"34627",2020-03-13,NA,"disk"
"520",2019-10-01,"us","disk"
"7988",2019-10-09,"us","disk"
"14226",2020-11-24,"us","disk"
"67237",2020-07-28,NA,"disk"
"76825",2019-08-24,"us","disk"
"86731",2020-09-28,"us","disk"
"14423",2020-11-25,"us","disk"
"73998",2020-08-15,"us","disk"
"29416",2020-02-14,"us","disk"
"38446",2020-03-03,"us","disk"
"45931",2019-05-11,"us","disk"
"46173",2019-05-01,"us","disk"
"62249",2020-07-12,"us","disk"
"33287",2020-02-08,"us","disk"
"48858",2020-05-22,"us","disk"
"69945",2020-07-05,"us","disk"
"55409",2020-06-17,NA,"disk"
"599",2019-10-01,"us","disk"
"1080",2019-10-12,"us","disk"
"2510",2019-10-16,"us","disk"
"3967",2019-10-02,"us","disk"
"5091",2020-10-25,"us","disk"
"6016",2019-10-30,"us","disk"
"6021",2019-10-30,"us","disk"
"28465",2020-02-10,"us","disk"
"49434",2020-05-26,"us","disk"
"57691",2020-06-25,"us","disk"
"61348",2020-07-11,"us","disk"
"80647",2020-08-09,"us","disk"
"88346",2019-09-07,"us","disk"
"82864",2019-09-15,"us","disk"
"52798",2019-06-01,"us","disk"
"62974",2019-07-15,NA,"disk"
"20573",2020-12-16,"us","disk"
"7398",2020-10-06,"us","disk"
"7410",2020-10-06,"us","disk"
"49259",2020-05-25,"us","disk"
"83810",2020-09-18,"us","disk"
"37546",2020-03-27,"us","disk"
"15188",2020-11-29,"us","disk"
"81385",2019-09-01,"us","disk"
"87354",2020-09-30,"us","disk"
"2276",2020-10-15,"us","disk"
"3449",2019-10-20,"us","disk"
"55147",2020-06-16,NA,"disk"
"40368",2020-04-12,"us","disk"
"73669",2019-08-15,"us","disk"
"16313",2019-01-15,"us","disk"
"20984",2020-12-18,"us","disk"
"16845",2020-01-15,"us","disk"
"40327",2019-04-12,"us","disk"
"82542",2020-09-14,"us","disk"
"9326",2020-11-01,"us","disk"
"9328",2020-11-01,"us","disk"
"52244",2019-06-01,"us","disk"
"72044",2019-08-01,NA,"disk"
"65138",2020-07-20,NA,"disk"
"25780",2020-12-07,"us","disk"
"45815",2020-05-10,"us","disk"
"86666",2019-09-28,"us","disk"
"67215",2020-07-28,"us","disk"
"72125",2019-08-01,NA,"disk"
"74946",2020-08-18,"gb","disk"
"69207",2020-07-04,"us","disk"
"81619",2020-09-01,NA,"disk"
"5533",2019-10-28,NA,"disk"
"47068",2019-05-15,"us","disk"
"32456",2020-02-03,"us","disk"
"41717",2020-04-17,"us","disk"
"20548",2020-12-16,"us","disk"
"49360",2019-05-26,"us","disk"
"51355",2020-05-08,"us","disk"
"87484",2020-09-03,"us","disk"
"19403",2020-12-01,NA,"disk"
"51354",2020-05-08,NA,"disk"
"72613",2020-08-12,"gb","disk"
"37171",2020-03-24,"us","disk"
"83772",2020-09-18,"us","disk"
"83015",2020-09-15,"us","disk"
"31095",2020-02-02,"us","disk"
"25459",2020-12-06,"us","disk"
"76667",2020-08-23,"au","disk"
"20520",2019-12-16,"us","disk"
"20840",2020-12-17,"us","disk"
"69798",2020-07-04,"us","disk"
"27482",2020-01-05,"ca","disk"
"63627",2020-07-15,"ca","disk"
"8536",2020-11-10,"us","disk"
"48463",2020-05-21,"us","disk"
"53438",2019-06-12,"us","disk"
"73549",2019-08-15,"us","disk"
"64112",2020-07-17,NA,"disk"
"85379",2020-09-22,"us","disk"
"64926",2019-07-20,NA,"disk"
"7995",2019-10-09,"us","disk"
"8025",2020-10-09,"us","disk"
"33338",2020-02-08,"us","disk"
"15341",2020-11-30,"us","disk"
"31128",2020-02-02,NA,"disk"
"48776",2020-05-22,NA,"disk"
"58993",2019-06-30,NA,"disk"
"53084",2019-06-01,NA,"disk"
"64202",2020-07-17,"us","disk"
"58664",2019-06-30,"ca","disk"
"73613",2019-08-15,NA,"disk"
"40366",2020-04-12,"us","disk"
"53327",2020-06-01,"us","disk"
"25070",2020-01-25,"us","disk"
"30756",2020-02-20,"us","disk"
"36984",2020-03-23,"us","disk"
"58481",2020-06-29,"us","disk"
"14059",2019-11-24,"us","disk"
"14313",2020-11-25,"us","disk"
"20079",2020-12-14,"us","disk"
"22045",2020-12-22,"us","disk"
"28580",2020-02-11,"us","disk"
"33262",2020-02-08,"us","disk"
"35794",2020-03-18,"us","disk"
"46324",2020-05-01,"us","disk"
"51652",2019-06-10,"us","disk"
"54041",2020-06-14,"us","disk"
"57495",2019-06-25,"us","disk"
"58041",2020-06-27,"us","disk"
"58617",2019-06-30,"us","disk"
"64816",2019-07-20,"us","disk"
"71006",2020-07-08,"us","disk"
"75115",2019-08-19,"us","disk"
"79778",2020-08-06,"us","disk"
"84932",2019-09-02,"us","disk"
"57620",2020-06-25,NA,"disk"
"58679",2019-06-30,NA,"disk"
"41005",2019-04-15,"us","disk"
"70870",2020-07-08,"us","disk"
"82684",2019-09-15,"us","disk"
"67764",2020-07-30,"us","disk"
"63582",2020-07-15,"us","disk"
"75522",2020-08-20,"us","disk"
"29842",2020-02-15,NA,"disk"
"18663",2020-01-20,"us","disk"
"57502",2019-06-25,"us","disk"
"63061",2019-07-15,"us","disk"
"63553",2020-07-15,"us","disk"
"67311",2020-07-28,"us","disk"
"61036",2020-07-10,"us","disk"
"54109",2019-06-15,NA,"disk"
"12864",2020-11-20,NA,"disk"
"62235",2020-07-12,NA,"disk"
"73489",2019-08-15,"us","disk"
"11613",2020-11-18,"us","disk"
"20030",2020-12-13,"us","disk"
"8206",2019-01-10,"gb","disk"
"84413",2020-09-20,NA,"disk"
"70820",2019-07-08,"us","disk"
"6879",2019-10-04,"us","disk"
"73954",2020-08-15,"ca","disk"
"27545",2020-01-05,"us","disk"
"77086",2019-08-25,"us","disk"
"38782",2020-03-05,"us","disk"
"50735",2019-05-05,"us","disk"
"74169",2020-08-15,"us","disk"
"986",2020-10-01,"us","disk"
"60843",2019-07-10,"us","disk"
"63011",2019-07-15,"us","disk"
"63725",2020-07-15,"us","disk"
"73630",2019-08-15,"us","disk"
"79305",2020-08-04,"us","disk"
"55113",2019-06-16,"us","disk"
"61491",2019-07-01,"us","disk"
"74685",2020-08-17,NA,"disk"
"60226",2019-06-07,NA,"disk"
"39172",2020-03-07,"us","disk"
"16277",2019-01-15,NA,"disk"
"82700",2019-09-15,NA,"disk"
"31031",2020-02-02,NA,"disk"
"85132",2020-09-02,NA,"disk"
"72787",2020-08-12,NA,"disk"
"38241",2020-03-31,NA,"disk"
"39755",2020-04-10,NA,"disk"
"21404",2020-12-20,"us","disk"
"39068",2019-03-07,"us","disk"
"39926",2020-04-11,"us","disk"
"44945",2020-04-05,"us","disk"
"49325",2020-05-25,"us","disk"
"48485",2020-05-21,NA,"disk"
"64218",2020-07-17,NA,"disk"
"38955",2020-03-06,"us","disk"
"58589",2019-06-30,"us","disk"
"43769",2020-04-27,NA,"disk"
"52644",2019-06-01,NA,"disk"
"7831",2020-10-08,"ca","disk"
"42611",2020-04-02,NA,"disk"
"53626",2019-06-13,"us","disk"
"49347",2019-05-26,"us","disk"
"83481",2019-09-17,NA,"disk"
"60526",2020-06-08,NA,"disk"
"12119",2019-01-01,NA,"disk"
"9085",2019-01-11,"us","disk"
"77710",2020-08-27,"us","disk"
"72102",2019-08-01,"us","disk"
"61531",2019-07-01,"us","disk"
"11564",2020-11-18,"us","disk"
"27071",2020-01-03,"gb","disk"
"16384",2019-11-05,"us","disk"
"19620",2020-12-12,"us","disk"
"24622",2020-01-23,"us","disk"
"63075",2019-07-15,"us","disk"
"63069",2019-07-15,"us","disk"
"8478",2019-11-10,"us","disk"
"83795",2020-09-18,"us","disk"
"47519",2020-05-16,"us","disk"
"53113",2019-06-01,NA,"disk"
"85436",2020-09-22,NA,"disk"
"3977",2019-10-02,NA,"disk"
"41762",2020-04-18,NA,"disk"
"86563",2020-09-27,"us","disk"
"57856",2020-06-26,"us","disk"
"69894",2020-07-05,NA,"disk"
"53999",2020-06-14,NA,"disk"
"57497",2019-06-25,"us","disk"
"66911",2019-07-27,"us","disk"
"50101",2020-05-30,NA,"disk"
"55765",2020-06-19,"us","disk"
"46193",2019-05-01,"us","disk"
"58845",2019-06-30,"us","disk"
"82028",2020-09-12,"us","disk"
"87674",2019-09-04,"us","disk"
"46469",2019-05-12,"us","disk"
"15118",2020-11-29,"us","disk"
"26488",2020-01-29,"us","disk"
"32459",2020-02-03,"gb","disk"
"54423",2019-06-15,"gb","disk"
"24742",2020-12-04,NA,"disk"
"25732",2019-12-07,"ca","disk"
"44784",2019-04-05,"us","disk"
"50172",2020-05-30,"us","disk"
"69386",2020-07-04,"us","disk"
"70001",2020-07-05,"us","disk"
"83879",2020-09-18,"us","disk"
"39415",2020-03-08,"us","disk"
"34370",2020-03-12,"us","disk"
"20051",2019-12-14,"us","disk"
"73582",2019-08-15,"us","disk"
"12031",2019-01-01,"us","disk"
"33772",2020-03-10,"us","disk"
"38256",2020-03-31,"us","disk"
"39586",2020-03-09,"us","disk"
"76474",2020-08-22,"us","disk"
"66517",2020-07-25,"de","disk"
"64405",2020-07-18,"ca","disk"
"68542",2019-07-04,NA,"disk"
"22212",2020-12-23,"us","disk"
"19198",2019-12-01,"us","disk"
"26419",2019-12-09,"us","disk"
"46148",2019-05-01,"us","disk"
"53826",2019-06-14,"us","disk"
"65245",2020-07-21,"us","disk"
"74755",2020-08-17,"us","disk"
"80403",2020-08-08,"us","disk"
"14616",2019-11-27,NA,"disk"
"1148",2020-10-12,"us","disk"
"47779",2019-05-18,"us","disk"
"53132",2019-06-01,"us","disk"
"60444",2019-06-08,"us","disk"
"74408",2020-08-16,"us","disk"
"77686",2020-08-27,"us","disk"
"7557",2019-10-07,"us","disk"
"36838",2020-03-22,"us","disk"
"71257",2019-08-10,"us","disk"
"8368",2020-01-10,NA,"disk"
"53150",2019-06-01,"us","disk"
"6503",2020-10-31,"us","disk"
"59440",2020-06-03,"us","disk"
"74171",2020-08-15,"ca","disk"
"56109",2020-06-20,"us","disk"
"47367",2020-05-15,"us","disk"
"3177",2019-10-19,NA,"disk"
"25906",2020-01-27,NA,"disk"
"82046",2020-09-12,NA,"disk"
"39531",2020-03-09,"us","disk"
"41938",2019-04-19,"us","disk"
"5841",2020-10-29,"us","disk"
"77184",2020-08-25,"us","disk"
"34912",2020-03-14,"us","disk"
"25960",2020-01-27,"ca","disk"
"7992",2019-10-09,"us","disk"
"18892",2020-12-10,"us","disk"
"30393",2019-02-19,"us","disk"
"40031",2019-04-01,"us","disk"
"40598",2020-04-13,"us","disk"
"40844",2020-04-14,"us","disk"
"41060",2019-04-15,"us","disk"
"46393",2020-05-01,"us","disk"
"50555",2019-05-04,"us","disk"
"52445",2019-06-01,"us","disk"
"52463",2019-06-01,"us","disk"
"82408",2020-09-13,"us","disk"
"20205",2019-12-15,"ca","disk"
"70798",2020-07-07,"us","disk"
"55490",2020-06-17,"us","disk"
"56407",2020-06-21,"us","disk"
"23506",2020-12-29,"ca","disk"
"36751",2020-03-22,"ca","disk"
"44504",2020-04-03,"us","disk"
"2025",2019-10-15,"us","disk"
"21910",2020-12-02,"us","disk"
"74569",2019-08-17,"us","disk"
"6963",2020-10-04,"us","disk"
"48385",2019-05-21,"us","disk"
"71724",2020-08-11,NA,"disk"
"54295",2019-06-15,"us","disk"
"5108",2019-10-26,"us","disk"
"79180",2020-08-04,"us","disk"
"61448",2019-07-01,"us","disk"
"53627",2019-06-13,NA,"disk"
"55580",2020-06-18,NA,"disk"
"1221",2020-10-12,"us","disk"
"52853",2019-06-01,"us","disk"
"60800",2020-06-09,"us","disk"
"52333",2019-06-01,"us","disk"
"76380",2020-08-22,"us","disk"
"54233",2019-06-15,"us","disk"
"39820",2020-04-10,"us","disk"
"65473",2020-07-02,"ca","disk"
"19323",2020-12-01,"us","disk"
"23216",2020-12-27,"us","disk"
"26472",2020-01-29,"us","disk"
"30253",2020-02-18,"us","disk"
"44762",2020-04-04,"us","disk"
"54302",2019-06-15,"us","disk"
"72481",2019-08-12,"us","disk"
"88430",2020-09-07,"us","disk"
"39857",2020-04-11,"us","disk"
"48177",2019-05-20,NA,"disk"
"26454",2020-01-29,"us","disk"
"18893",2020-12-10,"us","disk"
"71860",2020-08-11,"us","disk"
"66998",2020-07-27,"us","disk"
"73319",2020-08-14,"us","disk"
"3762",2019-10-21,"us","disk"
"23711",2020-12-30,"us","disk"
"45390",2020-04-08,"us","disk"
"77680",2020-08-27,"us","disk"
"78314",2019-08-30,"us","disk"
"78101",2019-08-29,"us","disk"
"82139",2020-09-12,"us","disk"
"63121",2019-07-15,"us","disk"
"73762",2019-08-15,"us","disk"
"25955",2020-12-07,"us","disk"
"64807",2019-07-20,"us","disk"
"27196",2020-01-03,"us","disk"
"30071",2020-02-17,"us","disk"
"32042",2020-02-27,"us","disk"
"47901",2020-05-18,"us","disk"
"56100",2019-06-20,"us","disk"
"83006",2020-09-15,"us","disk"
"81401",2019-09-01,NA,"disk"
"81431",2019-09-01,NA,"disk"
"47524",2020-05-16,"us","disk"
"47816",2020-05-18,"us","disk"
"38808",2020-03-05,"us","disk"
"56687",2020-06-02,"us","disk"
"1942",2019-10-15,"us","disk"
"1943",2019-10-15,"us","disk"
"17035",2020-01-16,"us","disk"
"39331",2020-03-08,"us","disk"
"55114",2019-06-16,"us","disk"
"31666",2020-02-24,"us","disk"
"4699",2020-10-24,NA,"disk"
"29337",2019-02-14,"us","disk"
"72199",2019-08-01,"us","disk"
"30792",2020-02-21,"us","disk"
"30793",2020-02-21,"us","disk"
"26260",2020-01-28,"us","disk"
"38881",2020-03-06,"us","disk"
"63554",2020-07-15,"us","disk"
"73615",2019-08-15,"us","disk"
"65698",2020-07-22,"us","disk"
"53662",2020-06-13,NA,"disk"
"54782",2020-06-15,NA,"disk"
"3234",2020-10-19,"us","disk"
"55789",2020-06-19,"us","disk"
"57186",2020-06-23,"us","disk"
"23869",2019-12-31,NA,"disk"
"34911",2020-03-14,"us","disk"
"75478",2019-08-20,"gb","disk"
"2525",2019-10-16,NA,"disk"
"27151",2020-01-03,"us","disk"
"7269",2020-10-05,"us","disk"
"86110",2020-09-25,"us","disk"
"45963",2020-05-11,NA,"disk"
"82299",2020-09-13,"us","disk"
"43024",2020-04-23,"us","disk"
"84373",2019-09-20,"us","disk"
"45480",2020-04-08,"us","disk"
"34001",2019-03-01,"us","disk"
"63016",2019-07-15,"us","disk"
"72958",2020-08-13,"us","disk"
"73519",2019-08-15,"us","disk"
"49726",2020-05-28,NA,"disk"
"47094",2019-05-15,"us","disk"
"46288",2020-05-01,"us","disk"
"81869",2020-09-01,"us","disk"
"68822",2020-07-04,"us","disk"
"74027",2020-08-15,"us","disk"
"81443",2019-09-01,"us","disk"
"26757",2020-01-30,"us","disk"
"84307",2020-09-19,"us","disk"
"52658",2019-06-01,NA,"disk"
"449",2020-10-11,"us","disk"
"47801",2020-05-18,"us","disk"
"81862",2020-09-01,"us","disk"
"41787",2020-04-18,"us","disk"
"58626",2019-06-30,"us","disk"
"82792",2019-09-15,"us","disk"
"40447",2020-04-12,NA,"disk"
"70438",2019-07-07,"us","disk"
"1893",2019-10-15,"us","disk"
"21544",2019-12-21,"us","disk"
"71829",2020-08-11,"us","disk"
"5284",2020-10-26,"us","disk"
"11672",2020-11-18,"us","disk"
"57111",2020-06-23,"us","disk"
"2391",2020-10-15,"us","disk"
"27922",2020-01-07,NA,"disk"
"31731",2020-02-25,NA,"disk"
"29579",2019-02-15,NA,"disk"
"40910",2019-04-15,NA,"disk"
"5075",2020-10-25,"us","disk"
"8002",2020-10-09,"us","disk"
"9480",2020-01-11,"us","disk"
"15933",2020-11-04,"us","disk"
"24403",2020-12-03,"us","disk"
"29825",2020-02-15,"us","disk"
"51612",2020-05-09,"us","disk"
"54356",2019-06-15,"us","disk"
"59790",2020-06-05,"us","disk"
"62598",2019-07-14,"us","disk"
"72107",2019-08-01,"us","disk"
"77011",2020-08-24,"us","disk"
"81950",2020-09-12,"us","disk"
"60127",2020-06-06,"us","disk"
"29014",2020-02-12,NA,"disk"
"57509",2019-06-25,"us","disk"
"55815",2020-06-19,"us","disk"
"29234",2020-02-13,NA,"disk"
"85198",2019-09-22,"us","disk"
"18346",2020-11-09,"us","disk"
"62690",2020-07-14,"ca","disk"
"73860",2019-08-15,"ca","disk"
"69398",2020-07-04,"us","disk"
"82668",2020-09-14,"us","disk"
"85792",2020-09-24,"us","disk"
"31955",2020-02-26,"us","disk"
"1166",2020-10-12,NA,"disk"
"8095",2020-10-09,"us","disk"
"21009",2019-12-19,"us","disk"
"23317",2020-12-28,"us","disk"
"28780",2020-02-01,"us","disk"
"54089",2019-06-15,"us","disk"
"56186",2020-06-20,"us","disk"
"64461",2020-07-18,"us","disk"
"64595",2019-07-19,"us","disk"
"68107",2020-07-31,"us","disk"
"64462",2020-07-18,NA,"disk"
"65656",2019-07-22,"us","disk"
"23743",2020-12-30,"us","disk"
"40058",2019-04-01,"us","disk"
"71289",2019-08-10,"us","disk"
"52111",2019-06-01,NA,"disk"
"47346",2020-05-15,"us","disk"
"24340",2020-01-23,"us","disk"
"24341",2020-01-23,"us","disk"
"57110",2020-06-23,"us","disk"
"33808",2019-03-11,NA,"disk"
"29391",2020-02-14,"us","disk"
"62927",2019-07-15,"us","disk"
"6505",2020-10-31,"us","disk"
"18527",2020-01-20,"us","disk"
"34257",2020-03-01,NA,"disk"
"36141",2019-03-20,"us","disk"
"39015",2020-03-06,"us","disk"
"46593",2020-05-12,"us","disk"
"52179",2019-06-01,"us","disk"
"54187",2019-06-15,"us","disk"
"58633",2019-06-30,"us","disk"
"61068",2020-07-10,"us","disk"
"62046",2019-07-12,"us","disk"
"63233",2019-07-15,"us","disk"
"67913",2019-07-31,"us","disk"
"72751",2020-08-12,"us","disk"
"25023",2019-12-05,NA,"disk"
"84835",2020-09-21,"us","disk"
"52631",2019-06-01,NA,"disk"
"84334",2019-09-20,"us","disk"
"2606",2020-10-16,"us","disk"
"8361",2020-01-10,"us","disk"
"9467",2020-01-11,"us","disk"
"14967",2020-11-28,"us","disk"
"21673",2020-12-21,"us","disk"
"25332",2020-01-25,"us","disk"
"28280",2020-01-09,"us","disk"
"29002",2020-02-12,"us","disk"
