"","datetime","country","shape"
"55221",2020-06-16,"us","sphere"
"41275",2020-04-15,"ca","sphere"
"78538",2020-08-30,"us","sphere"
"82363",2020-09-13,"us","sphere"
"82364",2020-09-13,"us","sphere"
"10482",2020-11-15,"us","sphere"
"13388",2020-11-02,"us","sphere"
"65285",2020-07-21,"us","sphere"
"67402",2019-07-29,"us","sphere"
"81236",2020-09-11,"us","sphere"
"41022",2019-04-15,"us","sphere"
"81008",2020-09-10,"us","sphere"
"86485",2020-09-27,NA,"sphere"
"54710",2019-06-15,NA,"sphere"
"70043",2020-07-05,"us","sphere"
"88872",2020-09-09,"us","sphere"
"32671",2020-02-04,"us","sphere"
"62306",2019-07-13,NA,"sphere"
"54289",2019-06-15,NA,"sphere"
"80111",2020-08-07,NA,"sphere"
"24914",2020-12-04,NA,"sphere"
"66802",2020-07-26,NA,"sphere"
"77247",2020-08-25,"ca","sphere"
"46116",2019-05-01,"us","sphere"
"66503",2020-07-25,NA,"sphere"
"77060",2020-08-24,"us","sphere"
"74600",2019-08-17,"gb","sphere"
"31669",2020-02-24,"us","sphere"
"56982",2020-06-22,"us","sphere"
"18750",2019-12-10,"us","sphere"
"41082",2020-04-15,NA,"sphere"
"37636",2020-03-27,"us","sphere"
"6231",2020-10-30,"us","sphere"
"88377",2019-09-07,"us","sphere"
"56146",2020-06-20,"au","sphere"
"37005",2020-03-23,"us","sphere"
"87327",2020-09-30,"us","sphere"
"87445",2019-09-03,"us","sphere"
"43974",2020-04-28,"us","sphere"
"322",2019-10-11,NA,"sphere"
"35888",2020-03-18,"us","sphere"
"28192",2020-01-08,"us","sphere"
"52495",2019-06-01,"us","sphere"
"66523",2020-07-25,"ca","sphere"
"75248",2020-08-19,NA,"sphere"
"63576",2020-07-15,"ca","sphere"
"23478",2019-12-29,"gb","sphere"
"10984",2020-11-16,"au","sphere"
"39627",2019-04-10,"us","sphere"
"62851",2020-07-14,"us","sphere"
"33020",2020-02-06,"us","sphere"
"52601",2019-06-01,"us","sphere"
"11532",2020-11-18,"us","sphere"
"87149",2019-09-30,"us","sphere"
"65561",2020-07-02,"us","sphere"
"27961",2020-01-07,"ca","sphere"
"31617",2020-02-24,"ca","sphere"
"56188",2020-06-20,"ca","sphere"
"77654",2020-08-27,"ca","sphere"
"9513",2020-01-11,"us","sphere"
"34003",2019-03-01,"us","sphere"
"37091",2020-03-24,"us","sphere"
"29995",2020-02-16,"us","sphere"
"41455",2020-04-16,"us","sphere"
"15422",2020-11-30,"us","sphere"
"23349",2020-12-28,"us","sphere"
"3537",2020-10-20,"us","sphere"
"11938",2020-11-19,"us","sphere"
"29490",2020-02-14,"us","sphere"
"33705",2020-03-10,"us","sphere"
"36669",2019-03-22,"us","sphere"
"54036",2020-06-14,"us","sphere"
"72457",2020-08-01,"us","sphere"
"79335",2020-08-04,"us","sphere"
"87607",2020-09-03,"us","sphere"
"8377",2020-01-10,"us","sphere"
"9883",2020-11-13,"us","sphere"
"72882",2020-08-12,"us","sphere"
"41103",2020-04-15,NA,"sphere"
"9756",2020-11-12,"us","sphere"
"51459",2020-05-08,"us","sphere"
"78749",2020-08-31,"us","sphere"
"68069",2020-07-31,"ca","sphere"
"9230",2020-11-01,"us","sphere"
"69429",2020-07-04,"us","sphere"
"22744",2020-12-25,NA,"sphere"
"56944",2020-06-22,"us","sphere"
"7628",2020-10-07,NA,"sphere"
"41884",2020-04-18,NA,"sphere"
"76999",2020-08-24,"us","sphere"
"25572",2020-01-26,NA,"sphere"
"10668",2020-11-15,"us","sphere"
"63496",2020-07-15,"us","sphere"
"13008",2019-11-21,"us","sphere"
"70721",2020-07-07,"us","sphere"
"71227",2020-07-09,NA,"sphere"
"40876",2020-04-14,NA,"sphere"
"2228",2020-10-15,"us","sphere"
"9752",2020-11-12,"us","sphere"
"49538",2020-05-26,NA,"sphere"
"18935",2020-12-10,"us","sphere"
"57085",2020-06-23,"us","sphere"
"62232",2020-07-12,"us","sphere"
"64257",2020-07-17,"us","sphere"
"57488",2020-06-24,"us","sphere"
"7846",2020-10-08,"us","sphere"
"50113",2020-05-30,"us","sphere"
"87434",2019-09-03,"us","sphere"
"60731",2020-06-09,"us","sphere"
"69243",2020-07-04,"us","sphere"
"30148",2020-02-17,NA,"sphere"
"73607",2019-08-15,"us","sphere"
"84379",2019-09-20,"us","sphere"
"64090",2019-07-17,"us","sphere"
"11105",2020-11-16,"us","sphere"
"8708",2020-11-10,"us","sphere"
"60796",2020-06-09,"us","sphere"
"3118",2020-10-18,"us","sphere"
"32346",2020-02-29,NA,"sphere"
"1849",2020-10-14,"ca","sphere"
"1850",2020-10-14,"ca","sphere"
"81982",2020-09-12,NA,"sphere"
"52039",2020-06-11,NA,"sphere"
"35066",2019-03-15,"us","sphere"
"1173",2020-10-12,"us","sphere"
"3640",2020-10-20,"us","sphere"
"28522",2020-02-10,"us","sphere"
"34413",2020-03-12,"us","sphere"
"38398",2020-03-03,"us","sphere"
"38557",2020-03-04,"us","sphere"
"80938",2020-09-10,"us","sphere"
"73035",2020-08-13,"us","sphere"
"62632",2019-07-14,NA,"sphere"
"22834",2020-12-25,"us","sphere"
"61619",2019-07-01,"us","sphere"
"3826",2020-10-21,"us","sphere"
"82366",2020-09-13,"de","sphere"
"23526",2020-12-29,"us","sphere"
"3227",2020-10-19,NA,"sphere"
"26871",2020-01-31,"us","sphere"
"53047",2019-06-01,"gb","sphere"
"42517",2020-04-21,"us","sphere"
"12661",2020-01-01,"us","sphere"
"19787",2020-12-12,"us","sphere"
"20794",2020-12-17,"us","sphere"
"22771",2020-12-25,"us","sphere"
"25636",2020-12-06,"us","sphere"
"48246",2020-05-20,"us","sphere"
"66751",2020-07-26,"us","sphere"
"43316",2020-04-24,NA,"sphere"
"11526",2020-11-18,"us","sphere"
"17992",2020-01-18,"us","sphere"
"45492",2020-04-08,NA,"sphere"
"77806",2020-08-27,"gb","sphere"
"84100",2020-09-19,"us","sphere"
"30735",2020-02-20,"us","sphere"
"42324",2020-04-20,"us","sphere"
"45897",2020-05-10,"gb","sphere"
"5947",2020-10-29,"gb","sphere"
"29349",2020-02-14,"us","sphere"
"52174",2019-06-01,NA,"sphere"
"19984",2020-12-13,"us","sphere"
"25699",2020-01-26,"us","sphere"
"35505",2020-03-16,"us","sphere"
"7981",2019-10-09,"us","sphere"
"44098",2020-04-29,"us","sphere"
"22854",2020-12-25,"us","sphere"
"48714",2020-05-22,NA,"sphere"
"11937",2020-11-19,"us","sphere"
"53691",2020-06-13,"us","sphere"
"40668",2020-04-13,"ca","sphere"
"327",2019-10-11,"us","sphere"
"328",2019-10-11,"us","sphere"
"16644",2020-01-15,"us","sphere"
"63703",2020-07-15,"us","sphere"
"66115",2019-07-24,"us","sphere"
"73304",2020-08-14,"us","sphere"
"48012",2020-05-19,NA,"sphere"
"57219",2020-06-23,"us","sphere"
"56365",2019-06-21,"us","sphere"
"7923",2020-10-08,"us","sphere"
"3059",2020-10-18,"us","sphere"
"68679",2019-07-04,"us","sphere"
"80271",2020-08-08,NA,"sphere"
"84973",2020-09-02,"us","sphere"
"80272",2020-08-08,"us","sphere"
"9802",2020-11-12,"us","sphere"
"3293",2020-10-19,"us","sphere"
"73061",2020-08-13,"us","sphere"
"63327",2019-07-15,"us","sphere"
"19960",2020-12-13,"us","sphere"
"29580",2019-02-15,"us","sphere"
"25996",2020-12-07,"ca","sphere"
"70405",2020-07-06,"us","sphere"
"20812",2020-12-17,"us","sphere"
"70298",2020-07-06,NA,"sphere"
"4543",2020-10-23,"us","sphere"
"22181",2019-12-23,"us","sphere"
"22243",2020-12-23,"us","sphere"
"33380",2020-02-08,"us","sphere"
"82918",2019-09-15,"us","sphere"
"41214",2020-04-15,"us","sphere"
"50255",2020-05-31,"us","sphere"
"64546",2020-07-18,"us","sphere"
"29813",2020-02-15,NA,"sphere"
"12930",2020-11-20,"us","sphere"
"38403",2020-03-03,"us","sphere"
"71263",2019-08-10,"us","sphere"
"25370",2020-01-25,"us","sphere"
"17432",2020-11-07,"us","sphere"
"42099",2020-04-19,"us","sphere"
"4409",2019-10-23,NA,"sphere"
"11329",2020-11-17,"us","sphere"
"18553",2020-01-20,"us","sphere"
"25735",2020-12-07,"us","sphere"
"30599",2020-02-20,"us","sphere"
"57461",2020-06-24,"us","sphere"
"79193",2020-08-04,"us","sphere"
"36712",2020-03-22,"us","sphere"
"1542",2020-10-13,"us","sphere"
"31936",2020-02-26,"us","sphere"
"71253",2020-07-09,"us","sphere"
"25125",2020-12-05,"us","sphere"
"51842",2020-06-10,"us","sphere"
"33643",2020-03-10,NA,"sphere"
"33863",2020-03-11,NA,"sphere"
"7197",2020-10-05,"us","sphere"
"10336",2019-11-15,"us","sphere"
"13158",2020-11-21,"us","sphere"
"23159",2020-12-27,"us","sphere"
"28723",2019-02-01,"us","sphere"
"49128",2020-05-24,"us","sphere"
"50456",2020-05-03,"us","sphere"
"58711",2019-06-30,"us","sphere"
"72782",2020-08-12,"us","sphere"
"81893",2019-09-12,NA,"sphere"
"82265",2020-09-13,"us","sphere"
"83548",2020-09-17,"us","sphere"
"34383",2020-03-12,"us","sphere"
"32530",2020-02-03,"us","sphere"
"44222",2020-04-29,"us","sphere"
"65589",2020-07-02,"us","sphere"
"82344",2020-09-13,"us","sphere"
"39238",2020-03-07,"us","sphere"
"34",2019-10-10,"us","sphere"
"3956",2020-10-21,"us","sphere"
"7205",2020-10-05,"us","sphere"
"15799",2020-01-13,"us","sphere"
"16816",2020-11-05,"us","sphere"
"25201",2020-01-25,"us","sphere"
"31044",2020-02-02,"us","sphere"
"33281",2020-02-08,"us","sphere"
"33828",2020-03-11,"us","sphere"
"34287",2019-03-12,"us","sphere"
"35411",2020-03-16,"us","sphere"
"37665",2019-03-28,"us","sphere"
"38363",2019-03-03,"us","sphere"
"38654",2020-03-04,"us","sphere"
"49962",2020-05-29,"us","sphere"
"50133",2020-05-30,"us","sphere"
"50427",2020-05-03,"us","sphere"
"59483",2020-06-03,"us","sphere"
"62460",2020-07-13,"us","sphere"
"63209",2019-07-15,"us","sphere"
"63396",2019-07-15,"us","sphere"
"80794",2019-09-10,"us","sphere"
"80961",2020-09-10,"us","sphere"
"83995",2020-09-19,"us","sphere"
"84481",2020-09-20,"us","sphere"
"39993",2020-04-11,"us","sphere"
"12147",2020-01-01,"us","sphere"
"80550",2020-08-09,"us","sphere"
"43180",2020-04-24,NA,"sphere"
"74796",2020-08-17,NA,"sphere"
"47176",2019-05-15,NA,"sphere"
"57016",2019-06-23,NA,"sphere"
"82624",2020-09-14,NA,"sphere"
"76486",2020-08-22,"us","sphere"
"56826",2020-06-22,NA,"sphere"
"30843",2020-02-21,"us","sphere"
"21850",2020-12-02,NA,"sphere"
"75377",2020-08-19,"us","sphere"
"64800",2020-07-19,"us","sphere"
"50118",2020-05-30,"us","sphere"
"1485",2020-10-13,"us","sphere"
"27159",2020-01-03,"us","sphere"
"34188",2020-03-01,"us","sphere"
"548",2019-10-01,NA,"sphere"
"29055",2020-02-12,NA,"sphere"
"75234",2020-08-19,"us","sphere"
"40629",2020-04-13,"us","sphere"
"62310",2019-07-13,"gb","sphere"
"7230",2020-10-05,"us","sphere"
"97",2019-10-10,"us","sphere"
"88114",2020-09-05,"us","sphere"
"50535",2020-05-03,"us","sphere"
"1099",2019-10-12,"us","sphere"
"5845",2020-10-29,"us","sphere"
"26936",2020-01-31,"us","sphere"
"30708",2020-02-20,"us","sphere"
"55484",2020-06-17,"us","sphere"
"66491",2020-07-25,"us","sphere"
"80236",2019-08-08,"us","sphere"
"54010",2020-06-14,"us","sphere"
"57626",2020-06-25,"us","sphere"
"36471",2020-03-21,"us","sphere"
"52091",2020-06-11,"us","sphere"
"52698",2019-06-01,"us","sphere"
"52699",2019-06-01,"us","sphere"
"59364",2020-06-30,"us","sphere"
"83332",2020-09-16,"ca","sphere"
"3268",2020-10-19,NA,"sphere"
"21739",2020-12-02,NA,"sphere"
"15943",2020-01-14,"us","sphere"
"2885",2020-10-17,"us","sphere"
"39955",2020-04-11,NA,"sphere"
"27015",2019-01-03,NA,"sphere"
"50075",2020-05-30,NA,"sphere"
"58887",2019-06-30,NA,"sphere"
"58418",2020-06-29,NA,"sphere"
"28982",2019-02-12,NA,"sphere"
"7270",2020-10-05,"us","sphere"
"65032",2020-07-20,"us","sphere"
"41354",2020-04-16,NA,"sphere"
"48855",2020-05-22,NA,"sphere"
"27948",2020-01-07,"us","sphere"
"58138",2020-06-27,"us","sphere"
"34095",2020-03-01,"us","sphere"
"79110",2020-08-03,"us","sphere"
"45695",2020-04-09,"us","sphere"
"131",2020-10-10,"us","sphere"
"61977",2020-07-01,"us","sphere"
"67608",2020-07-29,"us","sphere"
"81096",2020-09-11,"us","sphere"
"88428",2020-09-07,"us","sphere"
"64080",2019-07-17,"us","sphere"
"50567",2020-05-04,"us","sphere"
"77824",2020-08-27,NA,"sphere"
"8405",2020-01-10,"us","sphere"
"76180",2020-08-02,NA,"sphere"
"18668",2020-01-20,NA,"sphere"
"72553",2019-08-12,NA,"sphere"
"9263",2020-11-01,NA,"sphere"
"69666",2020-07-04,"us","sphere"
"69054",2020-07-04,"us","sphere"
"4673",2019-10-24,"us","sphere"
"15286",2019-11-30,"us","sphere"
"63589",2020-07-15,"us","sphere"
"44407",2020-04-30,"us","sphere"
"74173",2020-08-15,"us","sphere"
"4027",2020-10-02,"au","sphere"
"87193",2020-09-30,"gb","sphere"
"29601",2019-02-15,"us","sphere"
"82883",2019-09-15,NA,"sphere"
"31687",2019-02-25,"us","sphere"
"33146",2020-02-07,"ca","sphere"
"3970",2019-10-02,"us","sphere"
"38878",2020-03-06,"us","sphere"
"63792",2020-07-15,"us","sphere"
"74135",2020-08-15,"us","sphere"
"86568",2020-09-27,NA,"sphere"
"63700",2020-07-15,"ca","sphere"
"14430",2020-11-25,NA,"sphere"
"7640",2020-10-07,"us","sphere"
"51785",2020-06-10,"us","sphere"
"51882",2020-06-10,NA,"sphere"
"16917",2020-01-16,"us","sphere"
"17018",2020-11-06,"us","sphere"
"64872",2019-07-20,"us","sphere"
"4578",2020-10-23,"us","sphere"
"9607",2019-11-12,"us","sphere"
"10877",2019-11-16,"us","sphere"
"18109",2020-01-18,"us","sphere"
"35817",2020-03-18,"us","sphere"
"42090",2020-04-19,"us","sphere"
"47639",2020-05-17,"us","sphere"
"49934",2020-05-29,"us","sphere"
"54677",2019-06-15,"us","sphere"
"72284",2020-08-01,"us","sphere"
"15535",2020-01-13,"us","sphere"
"81415",2019-09-01,NA,"sphere"
"183",2020-10-10,"us","sphere"
"2513",2019-10-16,"us","sphere"
"11565",2020-11-18,"us","sphere"
"11925",2020-11-19,"us","sphere"
"18235",2020-01-19,"us","sphere"
"26908",2020-01-31,"us","sphere"
"30510",2020-02-19,"us","sphere"
"33757",2020-03-10,"us","sphere"
"40156",2020-04-01,"us","sphere"
"50727",2019-05-05,"us","sphere"
"72510",2019-08-12,"us","sphere"
"73658",2019-08-15,"us","sphere"
"28507",2020-02-10,"us","sphere"
"60058",2020-06-06,"us","sphere"
"37793",2020-03-28,NA,"sphere"
"12010",2019-01-01,"us","sphere"
"42083",2020-04-19,"us","sphere"
"74749",2020-08-17,"us","sphere"
"12441",2020-01-01,"us","sphere"
"38192",2019-03-31,NA,"sphere"
"13166",2020-11-21,"us","sphere"
"47104",2019-05-15,"us","sphere"
"69108",2020-07-04,"us","sphere"
"80947",2020-09-10,"us","sphere"
"46188",2019-05-01,"us","sphere"
"81349",2019-09-01,"us","sphere"
"11949",2020-11-19,"us","sphere"
"24944",2020-12-04,"us","sphere"
"31323",2020-02-22,"us","sphere"
"21531",2020-12-20,NA,"sphere"
"38669",2019-03-05,"us","sphere"
"4983",2020-10-25,NA,"sphere"
"6155",2020-10-30,"us","sphere"
"25684",2020-01-26,"us","sphere"
"53578",2020-06-12,"us","sphere"
"80491",2020-08-08,"us","sphere"
"4429",2020-10-23,"us","sphere"
"7601",2020-10-07,"us","sphere"
"24351",2020-12-03,"us","sphere"
"49373",2020-05-26,"us","sphere"
"27319",2020-01-04,"us","sphere"
"26294",2020-01-28,NA,"sphere"
"50404",2020-05-03,"us","sphere"
"12502",2020-01-01,NA,"sphere"
"50774",2020-05-05,"us","sphere"
"86460",2019-09-27,"us","sphere"
"83677",2020-09-17,NA,"sphere"
"48103",2020-05-19,"us","sphere"
"53411",2020-06-01,"us","sphere"
"17970",2020-11-08,"us","sphere"
"47643",2020-05-17,"us","sphere"
"47644",2020-05-17,"us","sphere"
"63668",2020-07-15,"us","sphere"
"15745",2020-01-13,"us","sphere"
"48180",2019-05-20,"us","sphere"
"29043",2020-02-12,"us","sphere"
"11211",2019-11-17,NA,"sphere"
"47863",2020-05-18,NA,"sphere"
"62720",2020-07-14,"us","sphere"
"54439",2019-06-15,"us","sphere"
"25379",2020-01-25,"us","sphere"
"69792",2020-07-04,"us","sphere"
"72237",2020-08-01,NA,"sphere"
"5307",2020-10-26,"ca","sphere"
"43846",2020-04-27,"us","sphere"
"22573",2020-12-24,NA,"sphere"
"53021",2019-06-01,"au","sphere"
"83788",2020-09-18,"ca","sphere"
"38543",2020-03-04,NA,"sphere"
"43754",2020-04-27,"us","sphere"
"50768",2019-05-05,"us","sphere"
"37757",2020-03-28,NA,"sphere"
"10285",2020-11-14,"us","sphere"
"19269",2020-12-01,"us","sphere"
"38544",2020-03-04,NA,"sphere"
"50561",2020-05-04,"us","sphere"
"57853",2020-06-26,"us","sphere"
"69444",2020-07-04,"us","sphere"
"70999",2020-07-08,"us","sphere"
"80598",2020-08-09,"us","sphere"
"87205",2020-09-30,"us","sphere"
"87432",2019-09-03,"us","sphere"
"46406",2020-05-01,"us","sphere"
"70920",2020-07-08,NA,"sphere"
"49960",2020-05-29,NA,"sphere"
"40974",2019-04-15,"us","sphere"
"12462",2020-01-01,"us","sphere"
"61662",2019-07-01,"us","sphere"
"64987",2020-07-20,"us","sphere"
"33811",2019-03-11,NA,"sphere"
"14102",2020-11-24,"us","sphere"
"24586",2020-12-03,"us","sphere"
"23135",2020-12-27,NA,"sphere"
"31937",2020-02-26,"us","sphere"
"49912",2020-05-29,"us","sphere"
"70686",2020-07-07,"us","sphere"
"43399",2020-04-25,"gb","sphere"
"85366",2020-09-22,"gb","sphere"
"68005",2020-07-31,"ca","sphere"
"79199",2020-08-04,"ca","sphere"
"80500",2020-08-08,"ca","sphere"
"22808",2020-12-25,"us","sphere"
"24975",2020-01-24,"us","sphere"
"5614",2020-10-28,"us","sphere"
"80155",2020-08-07,NA,"sphere"
"27567",2020-01-05,"us","sphere"
"41145",2020-04-15,"us","sphere"
"10123",2020-11-14,"us","sphere"
"93",2019-10-10,"us","sphere"
"53862",2019-06-14,"us","sphere"
"74093",2020-08-15,"us","sphere"
"83170",2020-09-15,NA,"sphere"
"24942",2020-01-24,"us","sphere"
"28829",2020-02-01,"us","sphere"
"28949",2020-02-01,"us","sphere"
"37669",2019-03-28,"us","sphere"
"43240",2020-04-24,"us","sphere"
"46119",2019-05-01,"us","sphere"
"49499",2020-05-26,"us","sphere"
"86488",2020-09-27,"us","sphere"
"34761",2020-03-13,"us","sphere"
"59991",2019-06-06,"us","sphere"
"68939",2020-07-04,"us","sphere"
"60734",2020-06-09,"us","sphere"
"78366",2020-08-30,NA,"sphere"
"1314",2020-10-12,"ca","sphere"
"312",2019-10-11,"us","sphere"
"313",2019-10-11,"us","sphere"
"72129",2019-08-01,NA,"sphere"
"53892",2020-06-14,"us","sphere"
"11979",2019-01-01,"us","sphere"
"61792",2020-07-01,"us","sphere"
"21671",2020-12-21,"us","sphere"
"47675",2020-05-17,"us","sphere"
"9127",2020-01-11,NA,"sphere"
"27384",2020-01-04,"us","sphere"
"58039",2020-06-27,"us","sphere"
"4950",2020-10-25,"us","sphere"
"48179",2019-05-20,NA,"sphere"
"31237",2020-02-22,"us","sphere"
"51331",2019-05-08,"us","sphere"
"10172",2020-11-14,"us","sphere"
"17451",2020-01-17,"us","sphere"
"29835",2020-02-15,"us","sphere"
"16870",2019-11-06,"us","sphere"
"80378",2020-08-08,"us","sphere"
"71500",2020-08-10,"us","sphere"
"42866",2020-04-22,"us","sphere"
"51838",2020-06-10,"us","sphere"
"555",2019-10-01,"ca","sphere"
"17037",2020-01-16,"ca","sphere"
"31360",2019-02-23,"ca","sphere"
"27643",2020-01-06,NA,"sphere"
"64409",2020-07-18,"us","sphere"
"65006",2020-07-20,"us","sphere"
"65968",2020-07-23,"us","sphere"
"66752",2020-07-26,"us","sphere"
"16336",2019-11-05,"us","sphere"
"30630",2020-02-20,"us","sphere"
"55081",2020-06-15,"ca","sphere"
"55211",2020-06-16,"ca","sphere"
"61530",2019-07-01,"ca","sphere"
"88787",2020-09-08,"ca","sphere"
"71251",2020-07-09,"us","sphere"
"4182",2019-10-22,"us","sphere"
"25227",2020-01-25,NA,"sphere"
"26327",2020-01-28,"us","sphere"
"16140",2020-01-14,"us","sphere"
"22841",2020-12-25,"us","sphere"
"29501",2020-02-14,"us","sphere"
"44086",2020-04-29,"us","sphere"
"50260",2020-05-31,"us","sphere"
"50261",2020-05-31,"us","sphere"
"42081",2020-04-19,"us","sphere"
"7287",2020-10-05,NA,"sphere"
"7288",2020-10-05,NA,"sphere"
"87007",2020-09-29,"us","sphere"
"53921",2020-06-14,"us","sphere"
"48399",2020-05-21,NA,"sphere"
"50145",2020-05-30,NA,"sphere"
"1653",2020-10-14,NA,"sphere"
"33666",2020-03-10,NA,"sphere"
"81216",2020-09-11,"us","sphere"
"79291",2020-08-04,"us","sphere"
"70443",2019-07-07,"us","sphere"
"72740",2020-08-12,"us","sphere"
"44911",2020-04-05,"us","sphere"
"22203",2020-12-23,NA,"sphere"
"21982",2020-12-02,"us","sphere"
"31489",2020-02-23,"us","sphere"
"77508",2020-08-26,"us","sphere"
"78215",2020-08-29,"us","sphere"
"59967",2019-06-06,NA,"sphere"
"70647",2020-07-07,NA,"sphere"
"10241",2020-11-14,NA,"sphere"
"56502",2020-06-21,NA,"sphere"
"60384",2020-06-07,NA,"sphere"
"87228",2020-09-30,"us","sphere"
"82345",2020-09-13,"us","sphere"
"37822",2019-03-29,"us","sphere"
"34621",2020-03-13,"ca","sphere"
"50308",2020-05-31,"us","sphere"
"51864",2020-06-10,"us","sphere"
"26781",2020-01-30,"us","sphere"
"38779",2020-03-05,"us","sphere"
"43664",2020-04-26,"us","sphere"
"60366",2020-06-07,NA,"sphere"
"39810",2020-04-10,"us","sphere"
"85225",2019-09-22,"us","sphere"
"41962",2020-04-19,"us","sphere"
"50213",2020-05-30,"us","sphere"
"75990",2020-08-21,"us","sphere"
"17458",2020-01-17,"us","sphere"
"16168",2020-11-04,"us","sphere"
"26083",2020-01-28,"us","sphere"
"28387",2019-02-10,"us","sphere"
"82615",2020-09-14,"us","sphere"
"5785",2019-10-29,"us","sphere"
"76360",2019-08-22,"us","sphere"
"20355",2020-12-15,NA,"sphere"
"33312",2020-02-08,"us","sphere"
"72912",2019-08-13,"us","sphere"
"19734",2020-12-12,NA,"sphere"
"9290",2020-11-01,NA,"sphere"
"679",2019-10-01,NA,"sphere"
"81153",2020-09-11,"us","sphere"
"20729",2020-12-17,"us","sphere"
"65603",2020-07-02,NA,"sphere"
"12769",2019-11-20,NA,"sphere"
"9530",2020-11-01,"us","sphere"
"26923",2020-01-31,"us","sphere"
"33443",2020-02-09,"us","sphere"
"80905",2020-09-10,"us","sphere"
"2258",2020-10-15,"us","sphere"
"7716",2020-10-07,"us","sphere"
"81814",2020-09-01,"us","sphere"
"79383",2020-08-04,NA,"sphere"
"61642",2019-07-01,NA,"sphere"
"74679",2020-08-17,NA,"sphere"
"9687",2020-11-12,"us","sphere"
"12307",2020-01-01,"us","sphere"
"18403",2020-11-09,"us","sphere"
"27959",2020-01-07,"us","sphere"
"28892",2020-02-01,"us","sphere"
"36802",2020-03-22,"us","sphere"
"40840",2020-04-14,"us","sphere"
"56509",2020-06-21,"us","sphere"
"48799",2020-05-22,NA,"sphere"
"28396",2019-02-10,NA,"sphere"
"69656",2020-07-04,"us","sphere"
"70090",2020-07-05,"us","sphere"
"56287",2020-06-20,"us","sphere"
"8163",2020-10-09,"us","sphere"
"21994",2020-01-22,"us","sphere"
"10239",2020-11-14,"us","sphere"
"69219",2020-07-04,"us","sphere"
"76941",2020-08-24,"us","sphere"
"63796",2020-07-15,NA,"sphere"
"10308",2019-11-15,"us","sphere"
"33336",2020-02-08,"us","sphere"
"81618",2020-09-01,"us","sphere"
"20408",2020-12-15,"us","sphere"
"58539",2020-06-29,"us","sphere"
"74296",2020-08-15,"us","sphere"
"73190",2020-08-13,NA,"sphere"
"853",2020-10-01,"us","sphere"
"88959",2020-09-09,"us","sphere"
"80211",2019-08-08,"us","sphere"
"16965",2020-11-06,"us","sphere"
"51295",2020-05-07,"us","sphere"
"57664",2020-06-25,"gb","sphere"
"44903",2020-04-05,NA,"sphere"
"79063",2020-08-03,"us","sphere"
"69220",2020-07-04,"us","sphere"
"53401",2020-06-01,"us","sphere"
"7661",2020-10-07,"us","sphere"
"18327",2020-11-09,"us","sphere"
"61580",2019-07-01,"us","sphere"
"64413",2020-07-18,"us","sphere"
"75579",2020-08-20,"us","sphere"
"84401",2020-09-20,"us","sphere"
"85140",2020-09-02,"us","sphere"
"86398",2020-09-26,"us","sphere"
"87207",2020-09-30,"us","sphere"
"87209",2020-09-30,"us","sphere"
"87210",2020-09-30,"us","sphere"
"19525",2020-12-01,"gb","sphere"
"29421",2020-02-14,"gb","sphere"
"43917",2020-04-28,"gb","sphere"
"3573",2020-10-20,"us","sphere"
"19737",2020-12-12,"us","sphere"
"33254",2020-02-08,"us","sphere"
"44570",2020-04-03,"us","sphere"
"45063",2020-04-06,"us","sphere"
"52526",2019-06-01,"us","sphere"
"59504",2020-06-03,"us","sphere"
"73984",2020-08-15,"us","sphere"
"75949",2020-08-21,"us","sphere"
"83784",2020-09-18,"us","sphere"
"4702",2020-10-24,"gb","sphere"
"49071",2020-05-24,"us","sphere"
"27774",2020-01-06,"us","sphere"
"31964",2020-02-26,"us","sphere"
"77327",2020-08-25,"us","sphere"
"82992",2020-09-15,"us","sphere"
"25992",2020-12-07,"us","sphere"
"83018",2020-09-15,"us","sphere"
"66978",2020-07-27,"us","sphere"
"3236",2020-10-19,"us","sphere"
"20015",2020-12-13,"us","sphere"
"23263",2020-12-27,"us","sphere"
"44031",2020-04-28,"us","sphere"
"63751",2020-07-15,"us","sphere"
"47719",2020-05-17,"us","sphere"
"69245",2020-07-04,"us","sphere"
"75351",2020-08-19,"us","sphere"
"1693",2020-10-14,"us","sphere"
"3189",2019-10-19,"us","sphere"
"3626",2020-10-20,"us","sphere"
"5285",2020-10-26,"us","sphere"
"14712",2020-11-27,"us","sphere"
"20180",2020-12-14,"us","sphere"
"25410",2019-01-26,"us","sphere"
"32347",2020-02-29,"us","sphere"
"34091",2020-03-01,"us","sphere"
"38586",2020-03-04,"us","sphere"
"39724",2020-04-10,"us","sphere"
"40935",2019-04-15,"us","sphere"
"48452",2020-05-21,"us","sphere"
"51416",2020-05-08,"us","sphere"
"55740",2019-06-19,"us","sphere"
"60052",2020-06-06,"us","sphere"
"60994",2020-07-10,"us","sphere"
"61370",2020-07-11,"us","sphere"
"64180",2020-07-17,"us","sphere"
"66090",2020-07-23,"us","sphere"
"67352",2020-07-28,"us","sphere"
"74739",2020-08-17,"us","sphere"
"80167",2020-08-07,"us","sphere"
"83920",2020-09-18,"us","sphere"
"86335",2020-09-26,"us","sphere"
"86554",2020-09-27,"us","sphere"
"87194",2020-09-30,"us","sphere"
"28543",2020-02-10,"us","sphere"
"60368",2020-06-07,"us","sphere"
"17673",2019-01-18,"us","sphere"
"63781",2020-07-15,"us","sphere"
